Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Region,Municipio,Localidad
FRENTE FRIO,NOVIEMBRE 22. 2020,HIDROMETEOROLOGICOS,195.209,61,1,20.119,115,1,16.73,-93.17,FRENTE FRIO NUMERO 15,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
FRENTE FRIO,NOVIEMBRE 1. 2020,HIDROMETEOROLOGICOS,193.534,61,1,20.119,115,1,16.73,-93.17,FRENTE FRIO NUMERO 11,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
DESASOLVES Y CIERRE DE VENTANAS,FEBRERO 25. 2020,ACCIONES DE PREVENCION,172.738,173,8,219,83,8,17.51,-93.11,FRENTE FRIO # 41,NORTE,PICHUCALCO,PICHUCALCO
VERIFICACIONES,FEBRERO 13. 2020,ACCIONES DE PREVENCION,171.198,52,8,219,83,8,17.51,-93.11,FRENTE FRIO NUMERO 39,NORTE,PICHUCALCO,PICHUCALCO
FRENTE FRIO,OCTUBRE 29. 2020,HIDROMETEOROLOGICOS,193.226,61,1,219,83,8,17.51,-93.12,FRENTE FRIO # 9,NORTE,PICHUCALCO,PICHUCALCO
DEPRESION TROPICAL,NOVIEMBRE 15. 2020,HIDROMETEOROLOGICOS,194.641,4,1,20.087,83,8,17.52,-93.09,FRENTE FRIO #13 Y DEPRESION TROPICAL TREINTA Y UNO,NORTE,PICHUCALCO,CABECERA MUNICIPAL
TORMENTA TROPICAL,NOVIEMBRE 5. 2020,HIDROMETEOROLOGICOS,193.929,5,1,173,33,3,17.43,-93.52,FRENTE FRIO NUMERO 11-TT ETQ,MEZCALAPA,COAPILLA,COAPILLA
FRENTE FRIO,MARZO 9. 2020,HIDROMETEOROLOGICOS,174.131,61,1,20.119,115,1,16.75,-93.11,FRENTE FRIO NUMERO 44,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
FRENTE FRIO,NOVIEMBRE 2. 2020,HIDROMETEOROLOGICOS,193.585,61,1,219,83,8,17.52,-93.09,FRENTE FRIO NO. 11 Y DEPRESION TROPICAL ETA,NORTE,PICHUCALCO,PICHUCALCO
ONDA TROPICAL,AGOSTO 30. 2020,HIDROMETEOROLOGICOS,188.528,3,1,20.119,115,1,16.75,-93.09,HURACAN CATEGORIA I NANA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 17. 2020,ACCIONES DE PREVENCION,189.967,52,8,20.087,83,8,17.51,-93.11,IDENTIFICACION DE RIESGO POR CONSTRUCCION DE MURO SOBRE CAUCE DEL ARROYO EL CHALATENCO,NORTE,PICHUCALCO,CABECERA MUNICIPAL
VERIFICACIONES,NOVIEMBRE 7. 2020,ACCIONES DE PREVENCION,194.207,52,8,20.084,80,13,17.7,-92.31,INDUNSACIONES EN EJIDOS Y/O COMUNIDADES,MAYA,PALENQUE,CABECERA MUNICIPAL
HUNDIMIENTO,DICIEMBRE 2. 2020,GEOLOGICOS,196.115,47,3,20.42,20.138,3,16.9,-93.09,INSPECCION A AFECTACIONES DE SEMBRADIOS EN EL EJIDO SALINA CRUZ,MEZCALAPA,MEZCALAPA,RAUDALES MALPASO
PRECIPITACION,JUNIO 24. 2020,HIDROMETEOROLOGICOS,183.714,1,1,20.051,47,10,15.32,-92.66,INUNDACION POR DESBORDAMIENTO DE ARROYO CHALACA. ESCUINTLA,SOCONUSCO,ESCUINTLA,CABECERA MUNICIPAL
INUNDACION FLUVIAL,AGOSTO 19. 2020,HIDROMETEOROLOGICOS,187.598,67,1,2.853,18,10,15.31,-92.72,INUNDACION DE VIVIENDAS EN COLONIA SOCONUSCO MUNICIPIO DE ACAPETAHUA,SOCONUSCO,ACAPETAHUA,SOCONUSCO
INUNDACION FLUVIAL,JUNIO 24. 2020,HIDROMETEOROLOGICOS,183.932,67,1,20.022,18,10,15.29,-92.67,INUNDACION DE VIVIENDAS POR LLUVIAS EN CABECERA MPAL DE ACAPETAHUA,SOCONUSCO,ACAPETAHUA,CABECERA MUNICIPAL
DEPRESION TROPICAL,JUNIO 3. 2020,HIDROMETEOROLOGICOS,182.36,4,1,152,22,5,16.53,-92.43,INUNDACION EN ESCUELA PRIMARIA REVOLUCION,ALTOS TSOTSIL-TSELTAL,AMATENANGO DEL VALLE,AMATENANGO DEL VALLE
VERIFICACIONES,AGOSTO 26. 2020,ACCIONES DE PREVENCION,188.211,52,8,4.191,38,5,16.78,-92.68,INUNDACION EN LA COMUNIDAD DE NICHIN,ALTOS TSOTSIL-TSELTAL,CHAMULA,NICHEN
BAJA PRESION,OCTUBRE 3. 2020,HIDROMETEOROLOGICOS,190.482,2,1,3.045,83,8,17.56,-93.04,INUNDACION FLUVIAL POR DESBORDAMIENTO DEL ARROYO ALCOCER,NORTE,PICHUCALCO,LUIS DONALDO COLOSIO MURRIETA
DEPRESION TROPICAL,OCTUBRE 4. 2020,HIDROMETEOROLOGICOS,191.367,4,1,4.191,38,5,16.8,-92.67,INUNDACION A LA COMUNIDAD NICHEN,ALTOS TSOTSIL-TSELTAL,CHAMULA,NICHEN
TORMENTA TROPICAL,JUNIO 3. 2020,HIDROMETEOROLOGICOS,182.322,5,1,166,42,1,16.75,-93.05,INUNDACION DE VIVIENDA EN LA COLONIA JULIO CESAR RUIZ FERRO,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
HUNDIMIENTO,SEPTIEMBRE 24. 2020,GEOLOGICOS,190.604,47,3,4.32,29,7,17.06,-92.72,INUNDACION DE VIVIENDAS FUERON AFECTADAS,DE LOS BOSQUES,EL BOSQUE,TIERRA CALIENTE
INUNDACION PLUVIAL,SEPTIEMBRE 23. 2020,HIDROMETEOROLOGICOS,190.577,68,1,20.108,104,10,14.87,-92.28,INUNDACION FRACIONAMIENTO LA ARBOLADA,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
INUNDACION FLUVIAL,JUNIO 1. 2020,HIDROMETEOROLOGICOS,182.057,67,1,3.439,18,10,15.27,-92.85,INUNDACION POR TORMENTA TROPICAL CRISTOBAL EN EL EJIDO LAS MURALLAS,SOCONUSCO,ACAPETAHUA,LAS MURALLAS
ONDA TROPICAL,NOVIEMBRE 23. 2020,HIDROMETEOROLOGICOS,195.4,3,1,11.018,74,12,16.9,-90.97,INUNDACION ZONA ARQUEOLOGICA DE YAXCHILAN,SELVA LACANDONA,OCOSINGO,FRONTERA COROZAL
ENCHARCAMIENTO,OCTUBRE 2. 2020,HIDROMETEOROLOGICOS,191.165,69,1,210,74,12,16.94,-92.09,INUNDACIONES EN DIFERENTES BARRIOS DE LA CABECERA MUNICIPAL OCOSINGO,SELVA LACANDONA,OCOSINGO,OCOSINGO
ENCHARCAMIENTO,NOVIEMBRE 21. 2020,HIDROMETEOROLOGICOS,195.169,69,1,11.018,74,12,16.81,-90.88,INUNDACIONES Y ENCHARCAMIENTOS DE VIVIENDAS,SELVA LACANDONA,OCOSINGO,FRONTERA COROZAL
VERIFICACIONES,JULIO 9. 2020,ACCIONES DE PREVENCION,184.738,52,8,20.119,115,1,16.74,-93.13,LEVANTAMIENTO DE MATERIAL DE ARRASTRE FRACC. LOMAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
REUNIONES,MAYO 13. 2020,ACCIONES DE PREVENCION,180.556,64,8,20.119,115,1,16.76,-93.11,LIMPIEMOS TUXTLA PARA REDUCIR RIESGOS DE INUNDACIONES,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 30. 2020,ACCIONES DE PREVENCION,181.841,52,8,20.119,115,1,16.75,-93.1,LIMPIESA DE ALCANTARILLA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
LIMPIEZA DE CANON,JUNIO 23. 2020,ACCIONES DE PREVENCION,183.646,94,8,20.083,79,5,16.77,-92.41,LIMPIEZA,ALTOS TSOTSIL-TSELTAL,OXCHUC,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 8. 2020,ACCIONES DE PREVENCION,189.209,52,8,146,17,4,16.56,-92.81,LIMPIEZA DE ALCANTARILLADO,DE LOS LLANOS,ACALA,ACALA
VERIFICACIONES,AGOSTO 31. 2020,ACCIONES DE PREVENCION,188.561,52,8,20.038,34,15,16.24,-92.12,LIMPIEZA DE ALCANTARILLAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 26. 2020,ACCIONES DE PREVENCION,181.46,52,8,181,52,10,15.02,-92.4,LIMPIEZA DE ALCANTARILLAS EN HUEHUETAN,SOCONUSCO,HUEHUETAN,HUEHUETAN
VERIFICACIONES,AGOSTO 5. 2020,ACCIONES DE PREVENCION,186.533,52,8,7.765,117,10,15.13,-92.45,LIMPIEZA DE ARROYO ACAPA,SOCONUSCO,TUZANTAN,TERCER CANTON LA CURVA
DESASOLVES Y CIERRE DE VENTANAS,JUNIO 18. 2020,ACCIONES DE PREVENCION,183.347,173,8,20.083,79,5,16.77,-92.4,LIMPIEZA DE BANQUETAS Y CALLES POR LA TEMPORADA DE LLUVIAS,ALTOS TSOTSIL-TSELTAL,OXCHUC,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 9. 2020,ACCIONES DE PREVENCION,186.851,52,8,2.352,117,10,15.13,-92.43,LIMPIEZA DE CUNETAS Y DESAZOLVE,SOCONUSCO,TUZANTAN,XOCHILTEPEC
VERIFICACIONES,AGOSTO 3. 2020,ACCIONES DE PREVENCION,186.346,52,8,252,117,10,15.14,-92.43,LIMPIEZA DE MALESA Y DESAZOLVE DE CUNETAS,SOCONUSCO,TUZANTAN,TUZANTAN
DESASOLVES Y CIERRE DE VENTANAS,AGOSTO 22. 2020,ACCIONES DE PREVENCION,187.921,173,8,174,34,15,16.23,-92.14,LIMPIEZA DE REJILLAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
DESASOLVES Y CIERRE DE VENTANAS,SEPTIEMBRE 6. 2020,ACCIONES DE PREVENCION,189.173,173,8,174,34,15,16.25,-92.14,LIMPIEZA DE REJILLAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
DESASOLVES Y CIERRE DE VENTANAS,SEPTIEMBRE 7. 2020,ACCIONES DE PREVENCION,189.195,173,8,174,34,15,16.25,-92.13,LIMPIEZA DE REJILLAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
DESASOLVES Y CIERRE DE VENTANAS,SEPTIEMBRE 13. 2020,ACCIONES DE PREVENCION,189.645,173,8,174,34,15,16.24,-92.14,LIMPIEZA DE REJILLAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
VERIFICACIONES,NOVIEMBRE 9. 2020,ACCIONES DE PREVENCION,194.222,52,8,20.096,92,14,17.56,-92.33,LIMPIEZA Y DESASOLVE DE CALLES POR INUNDACION DEL FRENTE FRIO 11 Y LA DT ETA,TULIJA TSELTAL-CHOL,SALTO DE AGUA,CABECERA MUNICIPAL
VERIFICACIONES,OCTUBRE 5. 2020,ACCIONES DE PREVENCION,191.482,52,8,219,83,8,17.51,-93.1,LIMPIEZA Y DESAZOLVE DE ARROYO EN ESCUELA PRIMARIA,NORTE,PICHUCALCO,PICHUCALCO
6,AGOSTO 27. 2020,ACCIONES DE PREVENCION,188.25,139,8,20.039,35,6,16.12,-92.69,LIMPIEZA Y DESAZOLVE DE DREN PLUVIAL,FRAILESCA,LA CONCORDIA,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 30. 2020,ACCIONES DE PREVENCION,188.451,52,8,20.039,35,6,16.12,-92.69,LIMPIEZA Y DESAZOLVE DE DREN PLUVIAL,FRAILESCA,LA CONCORDIA,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 6. 2020,ACCIONES DE PREVENCION,189.051,52,8,219,83,8,17.51,-93.12,LIMPIEZA Y DESAZOLVE DE LA RED PLUVIAL,NORTE,PICHUCALCO,PICHUCALCO
VERIFICACIONES,SEPTIEMBRE 22. 2020,ACCIONES DE PREVENCION,190.379,52,8,219,83,8,17.51,-93.12,LIMPIEZA Y DESAZOLVE DE LA RED PLUVIAL,NORTE,PICHUCALCO,PICHUCALCO
DESASOLVES Y CIERRE DE VENTANAS,SEPTIEMBRE 5. 2020,ACCIONES DE PREVENCION,188.955,173,8,219,83,8,17.51,-93.12,LIMPIEZA Y DESAZOLVE DE LA RED PLUVIAL CALLE BENITO JUAREZ,NORTE,PICHUCALCO,PICHUCALCO
VERIFICACIONES,SEPTIEMBRE 2. 2020,ACCIONES DE PREVENCION,188.772,52,8,20.067,63,8,17.61,-93.19,LIMPIEZA Y DESAZOLVE DE REGISTROS DE CAPTACION DE AGUAS PLUVIALES.,NORTE,JUAREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 3. 2020,ACCIONES DE PREVENCION,188.791,52,8,20.039,35,6,16.12,-92.69,LIMPIEZA Y DESAZOLVE DEL DREN PLUVIAL,FRAILESCA,LA CONCORDIA,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 6. 2020,ACCIONES DE PREVENCION,188.998,52,8,20.039,35,6,16.13,-92.7,LIMPIEZA Y DESAZOLVE DEL DREN PLUVIAL,FRAILESCA,LA CONCORDIA,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 26. 2020,ACCIONES DE PREVENCION,188.187,52,8,20.039,35,6,16.12,-92.69,LIMPIEZA Y DESAZOLVE DEL DRENAJE PLUVIAL,FRAILESCA,LA CONCORDIA,CABECERA MUNICIPAL
6,AGOSTO 31. 2020,ACCIONES DE PREVENCION,188.564,139,8,20.039,35,6,16.12,-92.69,LIMPIEZA Y DESAZOLVE DEL DRENAJE PLUVIAL,FRAILESCA,LA CONCORDIA,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 1. 2020,ACCIONES DE PREVENCION,188.631,52,8,20.039,35,6,16.12,-92.69,LIMPIEZA Y DESAZOLVE DEL DRENAJE PLUVIAL,FRAILESCA,LA CONCORDIA,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 7. 2020,ACCIONES DE PREVENCION,189.122,52,8,219,83,8,17.51,-93.12,LIMPIEZA Y DESAZOLVE EL ARROYO EL MEXIQUITO,NORTE,PICHUCALCO,PICHUCALCO
VERIFICACIONES,AGOSTO 4. 2020,ACCIONES DE PREVENCION,186.491,52,8,219,83,8,17.51,-93.1,LIMPIEZA Y DESAZOLVE EN ALCANTARILLA COLONIA NAPANA,NORTE,PICHUCALCO,PICHUCALCO
PRECIPITACION,MAYO 31. 2020,HIDROMETEOROLOGICOS,182.264,1,1,20.067,63,8,17.61,-93.19,LLUVIAS FUERTE POR LA TORMENTA TROPICAL,NORTE,JUAREZ,CABECERA MUNICIPAL
ONDA TROPICAL,MAYO 27. 2020,HIDROMETEOROLOGICOS,181.718,3,1,2.793,63,8,17.61,-93.19,LLUVIAS FUERTES CON RACHAS DE VIENTOS JUAREZ CHIAPAS.,NORTE,JUAREZ,NUEVO VOLCAN CHICHONAL
PRECIPITACION,OCTUBRE 29. 2020,HIDROMETEOROLOGICOS,193.232,1,1,20.067,63,8,17.61,-93.19,LLUVIAS FUERTES POR EL FRENTE FRIO NUM. 9,NORTE,JUAREZ,CABECERA MUNICIPAL
PRECIPITACION,ENERO 31. 2020,HIDROMETEOROLOGICOS,169.748,1,1,239,103,8,17.49,-93.24,LLUVIAS INTENSAS EN SUNUAPA,NORTE,SUNUAPA,SUNUAPA
PRECIPITACION,SEPTIEMBRE 19. 2020,HIDROMETEOROLOGICOS,190.142,1,1,2.46,63,8,17.61,-93.19,LLUVIAS INTENSAS POR LA TORMENTA TROPICAL,NORTE,JUAREZ,SANTA CRUZ TEPATE ABAJO
PRECIPITACION,NOVIEMBRE 2. 2020,HIDROMETEOROLOGICOS,193.659,1,1,2.46,63,8,17.61,-93.19,LLUVIAS POR EL FRENTE FRIO NUM. 11,NORTE,JUAREZ,SANTA CRUZ TEPATE ABAJO
FRENTE FRIO,SEPTIEMBRE 29. 2020,HIDROMETEOROLOGICOS,190.852,61,1,20.087,83,8,17.51,-93.11,MEDIDAS PREVENTIVAS ANTE EL FRENTE FRIO NO. 4. EJECUTA GRUPO ERI.,NORTE,PICHUCALCO,CABECERA MUNICIPAL
ONDA TROPICAL,JUNIO 2. 2020,HIDROMETEOROLOGICOS,182.14,3,1,204,69,10,14.86,-92.45,MONITOREO DE CASAS POR LLUVIAS,SOCONUSCO,MAZATAN,MAZATAN
AFECTACIONES POR LLUVIAS,NOVIEMBRE 4. 2020,HIDROMETEOROLOGICOS,193.855,80,1,20.42,20.138,3,17.18,-93.62,MONITOREO DE NIVELES DE AGUA DE LA PRESA NEZAHUALCOYOTL,MEZCALAPA,MEZCALAPA,RAUDALES MALPASO
ONDA TROPICAL,JULIO 24. 2020,HIDROMETEOROLOGICOS,185.672,3,1,251,115,1,16.72,-93.17,ONDA TROPICAL N.21,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,JULIO 2. 2020,HIDROMETEOROLOGICOS,184.249,3,1,20.119,115,1,16.76,-93.11,ONDA TROPICAL NO. 12,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,JULIO 26. 2020,HIDROMETEOROLOGICOS,185.791,3,1,251,115,1,16.73,-93.17,ONDA TROPICAL NO. 22,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,AGOSTO 4. 2020,HIDROMETEOROLOGICOS,186.423,3,1,20.119,115,1,16.75,-93.11,ONDA TROPICAL NO. 25,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 14. 2020,HIDROMETEOROLOGICOS,187.256,3,1,20.119,115,1,16.73,-93.17,ONDA TROPICAL NO. 28,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,SEPTIEMBRE 24. 2020,HIDROMETEOROLOGICOS,190.526,3,1,20.119,115,1,16.73,-93.17,ONDA TROPICAL NO. 37,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,OCTUBRE 30. 2020,HIDROMETEOROLOGICOS,193.353,3,1,20.119,115,1,16.73,-93.17,ONDA TROPICAL NO. 43,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,JULIO 28. 2020,HIDROMETEOROLOGICOS,185.965,3,1,251,115,1,16.73,-93.17,ONDA TROPICAL NO.23,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,JULIO 30. 2020,HIDROMETEOROLOGICOS,186.137,3,1,251,115,1,16.73,-93.17,ONDA TROPICAL NO.24,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,AGOSTO 17. 2020,HIDROMETEOROLOGICOS,187.423,3,1,251,115,1,16.73,-93.17,ONDA TROPICAL NO.29,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,OCTUBRE 2. 2020,HIDROMETEOROLOGICOS,191.17,3,1,20.119,115,1,16.75,-93.1,ONDA TROPICAL NUM 38,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 21. 2020,HIDROMETEOROLOGICOS,187.745,3,1,20.119,115,1,16.75,-93.1,ONDA TROPICAL NUMERO 30,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 25. 2020,HIDROMETEOROLOGICOS,188.075,3,1,20.119,115,1,16.73,-93.17,ONDA TROPICAL NUMERO 31,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 27. 2020,HIDROMETEOROLOGICOS,188.235,3,1,251,115,1,16.73,-93.17,ONDA TROPICAL NUMERO 32,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,AGOSTO 29. 2020,HIDROMETEOROLOGICOS,188.394,3,1,20.119,115,1,16.73,-93.17,ONDA TROPICAL NUMERO 33,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,SEPTIEMBRE 4. 2020,HIDROMETEOROLOGICOS,188.861,3,1,251,115,1,16.73,-93.17,ONDA TROPICAL NUMERO 34,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,SEPTIEMBRE 8. 2020,HIDROMETEOROLOGICOS,189.18,3,1,20.119,115,1,16.73,-93.17,ONDA TROPICAL NUMERO 35,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 23. 2020,HIDROMETEOROLOGICOS,192.835,1,1,1.448,23,6,15.87,-92.73,OPERATIVIDAD DEPARTAMENTO DE LOGISTICA Y EVALUACION DE DANOS (ERI),FRAILESCA,ANGEL ALBINO CORZO,PLAN DE AYUTLA
ASESORIA DE PROGRAMAS INSTITUCIONALES,AGOSTO 20. 2020,ACCIONES DE PREVENCION,187.763,166,8,174,34,15,16.24,-92.13,PERSONA LESIONADA,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
FRENTE FRIO,SEPTIEMBRE 28. 2020,HIDROMETEOROLOGICOS,190.834,61,1,20.111,107,3,17.14,-93.31,PRESCENCIA DE FRENTE FRIO #4 Y AFECTACIONES EN EL MUNICIPIO DE TECPATAN,MEZCALAPA,TECPATAN,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 22. 2020,ACCIONES DE PREVENCION,181.499,52,8,20.126,122,6,16.23,-93.3,REALIZACION DE DESASOLVE COMO ACCION DE PREVENCION,FRAILESCA,VILLAFLORES,CABECERA MUNICIPAL
TORMENTA TROPICAL,JUNIO 4. 2020,HIDROMETEOROLOGICOS,182.457,5,1,7.324,24,9,16.12,-94.02,RECORRIDO A COMUNIDADES POR LLUVIAS,ISTMO-COSTA,ARRIAGA,EL PLEITO
VERIFICACIONES,SEPTIEMBRE 2. 2020,ACCIONES DE PREVENCION,188.706,52,8,210,74,12,16.89,-92.05,RECORRIDO CON EL OBJETIVO DE VISITAR E INSPECCIONAR LOS REFUGIOS TEMPORALES QUE SE PUDIERAN HABILITAR EN CASO DE EVACUACION DE EMERGENCIA POR LA ENTRA,SELVA LACANDONA,OCOSINGO,OCOSINGO
VERIFICACIONES,SEPTIEMBRE 2. 2020,ACCIONES DE PREVENCION,188.708,52,8,210,74,12,16.89,-92.05,RECORRIDO CON EL OBJETIVO DE VISITAR E INSPECCIONAR LOS REFUGIOS TEMPORALES QUE SE PUDIERAN HABILITAR EN CASO DE EVACUACION DE EMERGENCIA POR LA ENTRA,SELVA LACANDONA,OCOSINGO,OCOSINGO
VERIFICACIONES,SEPTIEMBRE 2. 2020,ACCIONES DE PREVENCION,188.709,52,8,210,74,12,16.89,-92.05,"RECORRIDO CON EL OBJETIVO DE VISITAR E INSPECCIONAR LOS REFUGIOS TEMPORALES QUE SE PUDIERAN HABILITAR POR LA TORMENTA TROPICAL ""NANA""",SELVA LACANDONA,OCOSINGO,OCOSINGO
PRECIPITACION,OCTUBRE 3. 2020,HIDROMETEOROLOGICOS,191.354,1,1,160,31,13,17.72,-92.01,RECORRIDO DE EVALUACION EN TRAMO CARRETERO Y COMUNIDADES CATAZAJA,MAYA,CATAZAJA,CATAZAJA
VERIFICACIONES,JUNIO 2. 2020,ACCIONES DE PREVENCION,182.131,52,8,2.298,58,8,16.97,-93.1,RECORRIDO DE INSPECCION Y VERIFICACION A RIOS Y ARROYOS DEL MPIO COMUNIDADES DEBIDO A LAS LLUVIAS OCASIONADAS POR LA TORMENTA TROPICAL CRISTOBAL,NORTE,IXTACOMITAN,SANTA CATARINA 1RA. SECCION
VERIFICACIONES,JUNIO 9. 2020,ACCIONES DE PREVENCION,182.738,52,8,20.119,115,1,16.77,-93.12,RECORRIDO DE LLUVIA VARIOS PUNTOS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 21. 2020,ACCIONES DE PREVENCION,185.516,52,8,20.119,115,1,16.77,-93.12,RECORRIDO DE LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 21. 2020,ACCIONES DE PREVENCION,187.79,52,8,20.119,115,1,16.76,-93.09,RECORRIDO DE PREVENCION DE LLUVIAS VARIOS PUNTOS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,JULIO 24. 2020,HIDROMETEOROLOGICOS,185.917,1,1,20.038,34,15,16.24,-92.12,RECORRIDO DE VERIFICACION POR FUERTES LLUVIAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 30. 2020,HIDROMETEOROLOGICOS,191.049,1,1,2.37,31,13,17.72,-92.01,RECORRIDO DE VERIFICACION EJIDO TINTO BOSHAN EN CATAZAJA,MAYA,CATAZAJA,EL TINTO BONSHAN
PRECIPITACION,SEPTIEMBRE 22. 2020,HIDROMETEOROLOGICOS,190.355,1,1,1.944,31,13,17.72,-92.01,RECORRIDO DE VERIFICACION DEL RIO USUMACINTA EN CATAZAJA,MAYA,CATAZAJA,VICENTE GUERRERO
PRECIPITACION,SEPTIEMBRE 28. 2020,HIDROMETEOROLOGICOS,190.943,1,1,160,31,13,17.72,-92.01,RECORRIDO DE VERIFICACION DEL SISTEMA LAGUNAR EN CATAZAJA,MAYA,CATAZAJA,CATAZAJA
PRECIPITACION,OCTUBRE 2. 2020,HIDROMETEOROLOGICOS,191.19,1,1,1.284,80,13,17.51,-91.99,RECORRIDO DE VERIFICACION EJIDO CALATRAVA EN EL MUNICIPIO DE PALENQUE,MAYA,PALENQUE,CALATRABA
VERIFICACIONES,MAYO 18. 2020,ACCIONES DE PREVENCION,180.923,52,8,20.119,115,1,16.75,-93.1,RECORRIDO POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 17. 2020,ACCIONES DE PREVENCION,183.256,52,8,20.119,115,1,16.75,-93.1,RECORRIDO POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 21. 2020,ACCIONES DE PREVENCION,183.509,52,8,20.119,115,1,16.77,-93.12,RECORRIDO POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 28. 2020,ACCIONES DE PREVENCION,188.348,52,8,20.119,115,1,16.75,-93.1,RECORRIDO POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 15. 2020,ACCIONES DE PREVENCION,189.793,52,8,20.119,115,1,16.75,-93.1,RECORRIDO POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 25. 2020,ACCIONES DE PREVENCION,190.566,52,8,20.119,115,1,16.75,-93.11,RECORRIDO POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
