Almacen,Cantidad_EOQ,Cantidad_Optima,Costo_EOQ,Costo_Total,Ahorro,Optimizacion_Exitosa,Producto,Reduccion_Cantidad,Reduccion_Costo,Tasa_Exito
Almacén 1,11102.0,11103.0,195352929.0,195352928.0,0.0,14,14,-0.0,0.0,100.0
